11:49:19,3.468390
11:49:20,19.079971
11:49:21,5.769415
11:49:22,3.774759
11:49:23,2.214797
11:49:24,2.021824
11:49:25,1.449925
11:49:26,2.021824
11:49:27,1.602952
11:49:28,2.021824
11:49:29,1.602952
11:49:30,1.183859
11:49:31,1.183859
11:49:32,1.278714
11:49:33,0.966617
11:49:34,0.683501
11:49:35,3.501902
11:49:36,2.050504
11:49:37,1.871845
11:49:38,1.489656
11:49:39,0.764178
11:49:40,0.483308
11:49:41,1.232199
11:49:42,3.075756
11:49:43,2.266917
11:49:44,2.266917
11:49:45,1.449925
11:49:46,2.188272
11:49:47,4.999381
11:49:48,7.549518
11:49:49,9.220936
11:49:50,10.500146
11:49:51,9.384151
11:49:52,11.614494
11:49:53,12.178988
11:49:54,11.251851
11:49:55,8.029322
11:49:56,6.036520
11:49:57,3.805574
11:49:58,3.743691
11:49:59,6.026838
11:50:0,5.182905
11:50:1,5.646647
11:50:2,8.301094
11:50:3,9.732395
11:50:4,11.887815
11:50:5,12.359849
11:50:6,12.472728
11:50:7,13.644369
11:50:8,13.923979
11:50:9,13.532635
11:50:10,12.514793
11:50:11,9.750380
11:50:12,8.598271
11:50:13,7.127774
11:50:14,6.094287
11:50:15,5.294378
11:50:16,4.101007
11:50:17,4.043648
11:50:18,4.905045
11:50:19,5.489328
11:50:20,6.919923
11:50:21,7.217333
11:50:22,9.470871
11:50:23,10.085986
11:50:24,11.042300
11:50:25,12.102026
11:50:26,12.421120
11:50:27,13.156289
11:50:32,11.939575
11:50:33,9.904874
11:50:34,11.416721
11:50:41,13.829852
11:50:42,14.032598
11:50:43,15.176189
11:50:47,14.478091
11:50:48,15.314089
11:50:49,12.741386
11:50:54,10.217372
11:50:55,9.208261
11:50:56,6.877599
11:50:57,10.594270
11:50:58,12.607773
11:50:59,13.433017
11:51:0,14.086595
11:51:2,12.519459
11:51:6,12.662657
11:51:8,11.346172
11:51:9,10.286636
11:51:10,8.645683
11:51:11,7.672283
11:51:12,10.172464
11:51:13,12.053676
11:51:14,10.160976
11:51:15,12.630911
11:51:16,12.968524
11:51:17,13.970037
11:51:18,11.508424
11:51:19,10.621794
11:51:20,9.839807
11:51:21,11.689671
11:51:22,11.689671
11:51:23,12.977527
11:51:24,12.188574
11:51:25,9.284051
11:51:26,8.739733
11:51:27,7.152310
11:51:28,6.484262
11:51:29,6.393569
11:51:30,7.948916
11:51:31,9.617715
11:51:32,11.848450
11:51:33,11.528703
11:51:34,13.315124
11:51:35,13.860927
11:51:36,14.531435
11:51:37,14.754765
11:51:38,14.754765
11:51:39,13.644369
11:51:40,12.677060
11:51:41,10.433193
11:51:42,8.000176
11:51:43,4.468969
11:51:44,5.022688
11:51:45,4.772287
11:51:46,6.017140
11:51:47,6.046185
11:51:48,7.882521
11:51:49,8.605062
11:51:50,7.941566
11:51:51,6.749034
11:51:52,6.384429
11:51:53,6.411810
11:51:54,6.826463
11:51:55,9.099813
11:51:56,10.817905
11:51:57,10.201127
11:52:5,10.272346
11:52:6,16.745779
11:52:7,12.140568
11:52:8,8.287012
11:52:9,7.487381
11:52:10,6.591447
11:52:11,9.182859
11:52:12,11.528703
11:52:13,13.085077
11:52:27,15.921055
11:52:30,60.672260
11:52:31,27.780773
11:52:32,18.282860
11:52:33,9.396588
11:52:34,10.505705
11:52:35,13.363279
11:52:36,15.145376
11:52:41,13.788103
11:52:42,14.539470
11:52:43,9.359226
11:52:44,14.857310
11:52:45,19.134983
11:52:46,15.214621
11:52:47,15.668437
11:52:48,14.615584
11:52:49,13.532635
11:52:50,12.977527
11:52:51,15.344565
11:52:52,12.686269
11:52:53,12.630911
11:52:54,13.147408
11:52:55,13.147408
11:52:56,11.868149
11:52:57,10.566672
11:52:58,9.041871
11:52:59,5.360149
11:53:0,5.738969
11:53:1,5.045887
11:53:2,6.292296
11:53:3,7.385293
11:53:4,7.823030
11:53:5,9.774306
11:53:6,11.178955
11:53:7,12.073039
11:53:8,12.188574
11:53:9,11.629568
11:53:10,10.621794
11:53:11,9.587308
11:53:12,8.454443
11:53:13,7.867690
11:53:14,7.313783
11:53:15,6.384429
11:53:16,4.000088
11:53:17,3.169265
11:53:18,1.638978
11:53:19,2.161421
11:53:20,2.021824
11:53:21,2.161421
11:53:22,4.213385
11:53:23,6.007428
11:53:24,7.119576
11:53:25,7.103153
11:53:26,5.552790
11:53:27,8.536928
11:53:28,9.495502
11:53:29,9.666167
11:53:30,10.080195
11:53:31,11.477938
11:53:32,9.881263
11:53:33,10.201127
11:53:34,10.957358
11:53:36,9.433804
11:53:37,8.194892
11:53:38,9.421414
11:53:39,8.964034
11:53:40,5.869760
11:53:41,7.168622
11:53:42,9.099813
11:53:43,10.957358
11:53:44,9.750380
11:53:45,7.502963
11:53:46,5.809761
11:53:47,13.614377
11:53:48,7.152310
11:53:50,8.294056
11:53:51,7.875109
11:53:52,8.237537
11:53:53,12.312511
11:53:54,8.632163
11:53:55,12.359849
11:53:56,10.258213
11:53:57,10.166722
11:53:58,12.621660
11:53:59,7.557250
11:54:0,7.061928
11:54:1,8.793025
11:54:2,9.507794
11:54:3,5.468010
11:54:4,8.461348
11:54:5,7.152310
11:54:6,5.360149
11:54:7,7.992875
11:54:8,3.365853
11:54:9,12.977527
11:54:10,12.850914
11:54:11,10.720298
11:54:12,10.774633
11:54:13,11.137086
11:54:14,10.206850
11:54:15,12.630911
11:54:16,10.218287
11:54:17,11.042300
11:54:18,14.280106
11:54:19,13.670025
11:54:20,14.794291
11:54:21,12.593869
11:54:22,12.288774
11:54:23,12.350396
11:54:24,14.057545
11:54:25,13.080614
11:54:26,12.458673
11:54:27,12.260229
11:54:28,11.329432
11:54:29,11.063434
11:54:30,11.599401
11:54:31,11.941728
11:54:32,11.779247
11:54:33,11.729567
11:54:34,12.264992
11:54:35,12.102026
11:54:37,12.720746
11:54:46,10.052264
11:54:47,8.924862
11:54:48,9.750380
11:54:49,13.240355
11:54:50,9.845740
11:54:51,8.726359
11:54:52,8.187763
11:54:53,10.516816
11:54:54,10.410781
11:54:55,10.477876
11:54:56,11.452471
11:54:57,12.681665
11:54:58,12.116493
11:54:59,12.850914
11:55:0,13.085077
11:55:1,12.677060
11:55:2,12.855457
11:55:3,12.855457
11:55:4,13.315124
11:55:5,13.085077
11:55:6,13.080614
11:55:7,12.850914
11:55:8,13.411263
11:55:9,13.085077
11:55:10,12.855457
11:55:11,13.085077
11:55:12,13.022448
11:55:13,13.244765
11:55:14,12.217286
11:55:15,12.805392
11:55:16,13.022448
11:55:17,13.415616
11:55:18,13.191751
11:55:19,13.151850
11:55:20,12.768857
11:55:21,13.306349
11:55:22,13.315124
11:55:23,13.310737
11:55:24,13.341413
11:55:25,13.315124
11:55:26,13.129630
11:55:27,13.480752
11:55:28,12.936965
11:55:29,12.932450
11:55:30,12.941478
11:55:31,11.868149
11:55:32,11.375728
11:55:33,11.116093
11:55:34,11.308797
11:55:35,11.324277
11:55:36,11.754433
11:55:37,12.773429
11:55:38,12.850914
11:55:39,13.040373
11:55:40,13.085077
11:55:41,12.914376
11:55:42,12.995514
11:55:43,13.085077
11:55:44,12.995514
11:55:45,12.787137
11:55:46,13.156289
11:55:47,12.905329
11:55:48,12.491441
11:55:49,12.800831
11:55:50,11.629568
11:55:51,9.421414
11:55:52,8.029322
11:55:53,6.457188
11:55:54,6.466225
11:55:55,7.045369
11:55:56,8.399004
11:55:57,9.346739
11:55:58,8.739733
11:55:59,8.726359
11:56:0,9.452355
11:56:1,10.855626
11:56:2,11.729567
11:56:3,12.340937
11:56:4,12.713859
11:56:5,12.713859
11:56:6,12.713859
11:56:7,12.796268
11:56:8,12.491441
11:56:9,12.658620
11:56:10,12.589231
11:56:11,12.809951
11:56:12,12.773429
11:56:13,12.584593
11:56:14,12.575309
11:56:15,12.388165
11:56:16,12.778001
11:56:17,12.805392
11:56:18,12.850914
11:56:19,13.156289
11:56:20,13.129630
11:56:21,12.575309
11:56:22,12.773429
11:56:23,13.022448
11:56:24,12.288774
11:56:25,10.183939
11:56:26,9.495502
11:56:27,9.581215
11:56:28,10.871753
11:56:29,12.397590
11:56:30,12.589231
11:56:31,11.158040
11:56:32,9.875351
11:56:33,8.632163
11:56:34,6.936780
11:56:35,7.456119
11:56:36,8.194892
11:56:37,9.041871
11:56:38,9.258856
11:56:39,8.726359
11:56:40,9.080540
11:56:41,8.699551
11:56:42,9.290339
11:56:43,10.010435
11:56:44,11.303631
11:56:45,12.121312
11:56:46,12.612404
11:56:47,12.579951
11:56:48,12.542760
11:56:49,13.004498
11:56:50,13.515363
11:56:51,12.649390
11:56:52,12.695473
11:56:53,13.085077
11:56:54,13.080614
11:56:55,13.085077
11:56:56,13.085077
11:56:57,13.476419
11:56:58,13.085077
11:56:59,13.129630
11:57:0,13.472085
11:57:1,13.125181
11:57:2,13.165163
11:57:3,13.174032
11:57:4,12.686269
11:57:5,13.437363
11:57:6,12.612404
11:57:7,11.432056
11:57:8,8.564246
11:57:9,6.911479
11:57:10,4.635731
11:57:11,3.866467
11:57:12,5.068981
11:57:13,7.281775
11:57:14,8.072842
11:57:15,7.020459
11:57:16,5.294378
11:57:17,6.151511
11:57:18,8.029322
11:57:19,8.806297
11:57:20,8.832783
11:57:21,7.985565
11:57:22,7.377382
11:57:23,7.985565
11:57:24,9.951928
11:57:25,11.231071
11:57:26,11.724586
11:57:27,10.466722
11:57:28,9.220936
11:57:29,8.468246
11:57:30,8.543766
11:57:31,9.220936
11:57:32,8.766419
11:57:33,5.859803
11:57:34,5.261184
11:57:35,3.313395
11:57:36,4.648311
11:57:37,6.151511
11:57:38,5.250073
11:57:39,5.646647
11:57:40,4.857189
11:57:41,3.896556
